cellnumber	x-coordinate	y-coordinate	z-coordinate	temperature	o2	co2	co	h2o
-1.7135256673787986	-0.8231892077746519	0.3354211084502862	-0.3756883373032454	-0.3467425319094512	0.598883691599652	-0.5987526571406596	1.667719747148518	-0.5986965589267801
-1.676275109392303	-1.1566043412396274	-0.34700171503456695	-0.5414158385219783	-0.7367584016389469	0.6975355573513441	-0.6973441040881673	0.5275528796940095	-0.6972558760631906
-1.6390245514058073	-1.232294243441053	-0.6053645255661122	-0.1577354550180293	-1.1873421062425051	0.22221889317949522	-0.22204341191657503	0.8816396553532069	-0.22199329608367602
-1.6017739934193118	-0.8955081694330388	0.12761154781315054	0.16245508821545773	-0.8420379514035337	-0.04343050034070782	0.04358652547728522	1.9283629049832738	0.043589981813546286
-1.5645234354328161	-0.07509258270700121	1.045735406692093	0.0013848259274530862	0.3443714512891434	0.09305836519193529	-0.09306641510080797	3.2598014252448984	-0.09316907237054896
-1.5272728774463205	-0.04824761673911069	1.1973339700442414	0.9078087375823437	-0.3825924724428199	-0.8849463988766858	0.8849959305817146	1.720206758490463	0.8850112227957377
-1.490022319459825	-0.6143079599123098	0.6734825144641973	0.640102257582459	-0.8225588581643639	-0.5778104710316344	0.577933955323118	1.8052597029919455	0.577929062911856
-1.4527717614733293	-0.5090232345892961	0.924903049472087	1.1180394556837345	-1.168482486424004	-1.0415983705991292	1.0416948554088887	0.3576270357375427	1.0417396003320722
-1.4155212034868336	-0.15239959456933863	1.2311889955738762	1.276517724396516	-0.934942131147838	-1.2061966917763844	1.2062767355358246	0.03818842645749761	1.2063366847523072
-1.378270645500338	0.558007203896526	0.715472628290651	0.6926771535974424	0.5174024256369767	-0.756845990547194	0.7567699011521019	2.293193129209218	0.7565964025697774
-1.3410200875138425	0.6309898454953959	0.6603012855412358	-0.5100586906826741	1.1208270866310777	0.5944749376770113	-0.5946476623984844	1.9706107787362344	-0.5947403987700309
-1.3037695295273468	0.7608262118020159	0.3539848104104987	0.1373470072255651	1.0366985342751163	-0.1406859892717881	0.1404921497452252	3.0075999095047745	0.14033301062765324
-1.2665189715408511	0.16364410224994924	1.1897494304540186	-0.8504376895339074	0.8402681233207664	0.976955356538094	-0.9770155900204949	1.0866686078101309	-0.9770768284936843
-1.2292684135543555	-1.262578178955817	-0.6833505451441492	0.23062340042461082	-1.3903605909920853	-0.23250201978844248	0.23265522778085923	0.8458321373036641	0.23269077941008248
-1.19201785556786	-1.090891369869721	-0.2122848067671931	0.5821118496120573	-1.3867684170078596	-0.5493470064284102	0.5494808801795569	0.8238354220054508	0.5495099892390858
-1.1547672975813643	-0.9018772822597634	0.30930339592879874	-0.8338460813636139	-0.13728918705862844	1.1018458440180274	-1.1017158165628802	0.1628394828931416	-1.1015861364170565
-1.1175167395948686	-0.432987518302064	1.0045099295943676	-0.7623618158540769	0.3428667790229998	0.9806469965818574	-0.9805953480426615	1.162839756209475	-0.9806038887757
-1.080266181608373	-1.3052088152276282	-0.7971794405093622	-0.6129366332697582	-0.9093897646353369	0.6295714855961876	-0.6293804545522779	0.30671778103327396	-0.629287862785542
-1.0430156236218775	-1.4348242031586855	-1.2358885129655248	-0.1857055626902939	-1.3938528124593954	0.07570561773030535	-0.07553650193192249	0.4977481574974339	-0.07547468179718457
-1.0057650656353818	-0.8830084363244209	0.300006280434247	0.9129023793668202	-1.3835393446269588	-0.8340630026338088	0.8341779015202291	0.500238446502617	0.8342170527024745
-0.9685145076488861	-0.6197496228490026	0.8436141224743688	-1.0973248095368464	0.3083099825660337	1.3214962993407533	-1.3214134174033627	-0.25868789533651043	-1.3213612440772808
-0.9312639496623906	-0.2371080953649084	1.241984727223809	-1.1777236875746677	0.6182924647754385	1.3585865500129632	-1.3585499658669238	-0.3474166934652663	-1.3585634997768001
-0.8940133916758949	0.20487222922124665	1.1881590989386661	1.2513126386292466	-0.5192100603526841	-1.2681415842716908	1.2681863987276274	0.04246838808708315	1.268252279468554
-0.8567628336893993	0.6065317692961223	0.7688394232292831	1.1086565996932654	0.17460277502327579	-1.2176246672574027	1.217577583453852	0.309609860003405	1.2175622188531257
-0.8195122757029036	0.3589614377649115	1.0741467728533962	1.0724170994737372	-0.1078553244572041	-1.1545775496041875	1.1545700984388338	0.7100119601786127	1.1546266326310484
-0.7822617177164081	-0.6282488331079885	0.764251987676467	1.2856764562623966	-1.372971650763764	-1.1267886532527875	1.1268801030580908	-0.2855796912482735	1.1269532079209805
-0.7450111597299125	-0.1982348010722268	1.1789843561062752	1.4117115137272265	-1.0774614827995574	-1.277504556397158	1.2775800978007965	-0.45267862564157574	1.2776601183621172
-0.7077606017434168	0.901831101395031	0.1877677165843864	0.9040028224669854	0.6866161851076978	-1.0412849266952413	1.0411674164386056	0.7678401321190242	1.0409812894059758
-0.6705100437569212	1.2237844404124067	-0.6562237071159808	0.1390210273797064	1.3011887285829231	-0.18167745387810602	0.18140775989166297	1.551383718391428	0.18121989771089247
